src_id,src_lang,tgt_lang
570,哪怕一个人生活，穿越一个又一个城市，走过一条又一条街道，仰望 一片又一片天空，见证一次又一次别离。在别人质疑你的时候，你可以问 心无愧地对自己说，虽然每一步都走得很慢，但是我不曾退缩过。,"Cho du c6 song mot minh, di qua het thanh ph6 nay den thanh ph6 khac, buoc den het con duong nay den con durong kia, ngam nhin nhtrng bau troi khac nhau, chung kien canh li biet het lan nay den lan khac, khi nguoi khac chat van h?i ban, ban c6 the n6i ma khong h8 then voi long minh rang: Tuy tirng buoc deu di rat cham nhung ban chua turng co y dinh bo cuoc."
571,只有先改变自己的态度，才能改变人生的高度。让人迷茫的原因只有 一个，那就是本该拼搏的年纪，却想得太多，做得太少。,nu iop sono iop deun g  tou sonn ue ueq eno op run op Aeyn oo y nhan khien con nguoi cam thay mo ho chi c6 mot: Khi dang trong tuoi can phan dau lai nghi qua nhieu va lam qua it.
572,万事皆有因果，不要再抱怨运气了，命运不欠你什么，反而是你欠 了对生活的认真对待和经营。如果你想要遇到更好的人，你至少要成为一 个不错的人；如果你想谋得更好的工作，你至少要有不错的工作能力和经 验。不要再嫉妒别人运气好，不要再把目光放在别人身上，与其愤愤不平 地比较，不如先让自己做到最好。,"Moi chuyen deu co nhan qua va dirng oan trach van may nura. So phan khong no ban thur gi, nguroc lai la ban dang thieu sy d6i xir chan thanh d6i v6i cuoc song. Neu nhur ban muon gap mot nguoi tot hon thi it nhat ban cung phai tr? thanh mot nguoi turong d8i tot. Neu nhu ban muon tim mot cong viec tot hon it nhat ban phai may man, cung ding qua chu y den nguroi khac. Thay vi so sanh trong bat binh chi bang khien ban than tr? nen tot hon da ban nhe."
573,你或许无法改变环境，但你可以决定对待它的态度和自处的方式。当 你不绝望，不抱怨，重振自我，重启梦想时，哪怕在深海里独自寂寞，依 然可以成长为一个有追求、会发光的人生赢家，绽放耀眼的光华。,"Co the ban khong thay d6i duoc hoan canh song nhung ban co the thay d8i cach nhin ve cuoc song va cach song cua ban than minh. Khi ban khong con tuyet vong, khong oan trach, vyrc day ban than va theo duoi uroc mo cua minh. Cho du c6 co don phan va toa ra anh sang ruc ro."
574,其实漂亮不漂亮没所谓，你应该知道，一个女孩儿能对任何事情都有 一个不焦不躁平淡的态度和一颗耐得住寂寞的心，本身就是一种太具吸引 力的气质和一种骨子里的力量。,Thuc ra xinh hay khong xinh khong quan trong. Ban can phai biet rang mot ln now nu os guony yun lo sonn ioa luou huou yun yua gu g gg uos lonu tim co the chiu duroc co don thi ban than co gai do da co mot khi chat thu hut va suro manh tiem tang an giau ben trong minh.
575,你真的无须太在意别人的评说，只要把自己的事情做好；无须看别人 的眼神，只需走自己的路；无须有过多的抱怨，那样会使自己活得更累。 不必一味讨好别人，不管走在何处，都不要迷失自己。--如果你讨厌 我，我一点也不介意，我活着不是为了取悦你。,Ban khong can qua de y den loi binh luan cua nguoi khac va chi can lam tot viec cua minh. Khong can nhin anh mat cua nguoi khac va chi can di theo con duong cua minh. Khong can khoang cach qua nhieu vi nhur vay chi khien ban than tr? nen met m?i hon. Khong can mot muc lay long nguoi khac va cho du c6 di toi dau cung durng danh lira ban than. Neu nhur ban khong thich toi thi toi cung chang de y dau boi toi song khong phai de lay long ban.
576,过一种平淡的生活，安安心心，简简单单，做一些能让自己开心的 事。对生活不失希望，微笑面对困境与磨难，心怀梦想，即使遥远。,"op n   n s  g q    s sn lam nhung chuyen khien minh vui la duroc. Ban chi can nho: Tuyet doi khong mat niem tin vao cuoc song, manh me doi mat voi kh6 khan va thach thurc, trong long luon co uroc mo' cho du d6 la uroc mo xa voi nhat."
577,到了现在这个年纪，谁都不想再取悦了，跟谁在一起舒服就和谁在一 起，包括朋友也是，累了就躲远一点。取悦别人远不如快乐自己。宁可孤 独，也不违心。宁可抱憾，也不将就。能入我心者，我待以君王。不入我 心者，不屑敷衍。,"Den tam tuoi nay roi khong con muon lay long ai ntra. O' bén ai thay thoai mai thi ? ben nguoi d6, nguoi yeu cung the ma ban be cung vay. Neu thay met thi tranh xa chut va lay long nguoi khac khong the bang tao niém vui cho chinh minh dau. Toi tha rang co don chu khong lam dieu gi trai nguoc trai tim minh, tha h6i han chur khong chap nhan su tam bo. Nguoi c6 the buoc vao trai tim toi thi toi coi hoang de, con khong thi toi cung coi nhu phu du ma thoi."
578,不要期待，不要假想，不要强求，顺其自然，如果注定，便一定会发 生。心安，便是活着的最美好状态。,nhe. Neu da ra quyet dinh thi phai chac chan se thuc hien. Hay nho: Trong long binh yen thi d6 chinh la trang thai tuyet voi nhat.
579,不管现实生活怎样，我们每一个人都不应怨天尤人，不要总觉得这个 世界亏欠于你，不要总觉得别人有负于你。生活中，会有顺境，也会有逆 境，当你觉得自己过得苦不堪言时，更应该学会调整自己，让自己变得更 优秀。因为受苦的日子，正是你成长的时机！,ou  u o      og op 1e Aey ueq ou Aeu iop sono sueu yylu oo suna 'seuy longu yoen ueo 'ueyd gs khong tot voi ban. Trong cuoc song ai cuing c6 luc thuan loi va ca nhtrng luc kh6 khan. Khi ban thay rang minh kh6 den tot cung roi ban se cang muon hoc cach hoan thién ban than va khien minh tr? nen xuat sac hon. Boi vi chinh nhtrng ngay thang kh8 cuc moi la co hoi de ban truong thanh
580,每晚睡前，原谅所有的人和事。闭上眼睛，清理你的心，过去的就 让它过去吧。无论今天发生多么糟糕的事，都不应该感到悲伤。一辈子不 长，用心甘情愿的态度，过随遇而安的生活。,"Moi ngay truoc khi di ngu, hay bo qua cho tat ca nhtng nguoi dac toi voi ban va ca nhung viec khong hay. Truroc khi nham mat, hay b8 het nhurng gi con sot lai trong long ban. Nhung gi qua roi hay de n6 qua di. Cho du hom nay c6 xay ra chuyen toi te than, song cuoc song khong tranh gianh gi voi doi ban nhé."
581,相遇总是猝不及防，而离别多是蓄谋已久，总有一些人会慢慢淡出你 的生活，你要学会接受而不是怀念。,Gap nhau thuong bat ngo khong the phong truoc durgc con chia tay da phan da duroc dy tinh tur lau. C6 mot s8 nguoi dan dan se buoc kh?i cuoc doi ban vi the ban nen hoc cach chap nhan chur khong phai nho mong.
582,人总爱跟别人比较，看看有谁比自己好，又有谁比不上自己。而其 实，为你的烦恼和忧伤垫底的，从来不是别人的不幸和痛苦，而是你自己 的态度。,"Nhung thuc ra, thur khien ban dau dau va buon phien khong phai la su bat hanh dau kh6 cua nguoi khac ma chinh la thai d6 cua ban."
583,时间会告诉我们，简单的喜欢，最长远；平凡中的陪伴，最心安；懂 你的人，最温暖。,"Thoi gian se noi cho ban biet: Tinh yeu gian don la dai lau nhat, ? ben nhau trong cuoc song binh thuong la an toan nhat, con nguoi hieu ban nhat la nguoi am ap nhat."
584,过度考虑别人的感受，是一种对自己的不认同。当每做一件事都在考 虑“别人怎么看”时，你其实已经在放弃自己了。,m Buep ueq eu shy y oyu yu sgyy lonlu uex jylu Suno jg uaanyo uei yuy ra yuu bo nhung nang lurc tiem tang cua ban than minh.
585,人活着不是靠身体，而是靠心。有时候，换个心情，你会快乐些。心 是一块田，靠自己去播种，种善因，故得善果；种恶因，故得恶果。如果 你有一颗宽容的心，有一颗善良的心，有一颗充满生机的心，你就是播下 了快乐的种子，就会收获一颗快乐的心。,"Con nguoi song khong dua vao surc kh?e ma dua vao trai tim. C6 nhiéu luc thay doi tam trang ban se tr? nen vui ve hon. Trai tim giong nhu mot manh ruong: Dua vao ban than trong trot, cham soc, trong nhan thien se ra qua thien va trong nhan ac se ra qua ac. Neu nhu ban co mot trai tim khoan dung, lurong thien, tran day surc song thi ban a   s  a      n"
586,要学会知足，但是不要轻易满足，有些事，要得到，就必须学会先 放下。时间是治疗心灵伤痛的最好良药。痛苦，需要靠我们自己去慢慢化 解，每天给自己一个希望，试着不为明天而烦恼，不为昨天而叹息，只为 今天更美好。,dat duoc thi phai hoc cach tir bo truoc. Thoi gian la lieu thuoc chua lanh vet thuong tam hon hieu qua nhat. C6 nhung luc chung ta can ti tir lam mo dan noi dau. M6i g
587,人在世上活着也就是一舍一得的过程。会活的人，或者是成功的人， 其实是懂得这两个字的：舍得。不舍不得，小舍小得，大舍大得。要得便 须舍，有舍才有得。舍得，是一种精神；舍得，是一种领悟；舍得，是一 种成熟；舍得，更是一种智慧，一种人生的境界。,"Con nguoi song tren doi nay la mot qua trinh tir bo va dat duoc. Nguoi biet onp ep ea oq n :m rey sonp naty lonau ei eu snu gugo quey yonau oeou sugs Khong no tir bo se khong dat duoc, tir b6 it se dat duoc it, ti b6 nhieu se dat duoo nhieu, muon dat duoc bat buoc phai biet ti bo. C6 tir b6 thi moi dat duroc, tu b6 de dat duoc la mot tinh than cung la sy linh hoi, la sy truong thanh cua tri tue va la canh gioi cua cuoc doi."
588,不论今天多么困难，都要坚信：只有回不去的过往，没有到不了的明 天。你成不了心态的主人，必然会沦为情绪的奴隶。,eno u hanb suna nia teyd sun np up uu gu oo Aeu ou np o khong the quay lai duoc nhung tuong lai van se tiep dien. Neu ban khong lam chu duroc tam trang cua minh thi at ban se bien thanh no le cua no.
589,永远成功的秘密，就是每天淘汰自己：你不与别人竞争，并不意味着 别人不会与你竞争；你不淘汰别人，就会被别人淘汰。别人进步的同时你 没有进步，就等于退步。你没有构建任何适应竞争、抗击风险的能力，当 下一次危机来临时，你会不堪一击，第一个倒下的就是你！追求安稳，是 坐以待毙的开始！,Thanh cong la su dao thai ban than. Moi ngay ban khong tranh gianh voi nguoi g      o    i u o nguoi khac tat se bi nguoi khac loai tri. Khi nguroi khac tien bo va ban van dam chan tai ch6 nghia la ban dang thut lui. Ban khong c6 mot chut ki nang canh tranh vuot qua thach thurc nao vay thi khi xay ra tinh huong bat ngo ban se khong the xur li duoc va tr? thanh nguoi dau tiéen bi danh bai. Theo duoi sy binh yen chinh la kh?i dau cua viec ngoi yen cho chet.
590,人生每天都要笑，生活的下一秒会发生什么，我们谁也不知道。所 以，放下心里的纠结，放下脑中的烦恼，放下生活的不愉快，活在当下。 对于人生的喜怒哀乐、百般形态，不如淡然视之，轻轻一笑，让心更自 在，生命更恒久。,"Song moi ngay deu phai cuoi vi khong ai biet truroc duoc tiep theo day se xay u uad unuu p unb guoi uon n nuy hunuu  an gq eox eh  saa ns e ai 6 va nhung bien chuyen khon lurong cua cuoc doi, chi bang chung ta hay nhin mot guony uen ea uoy yeu reoy guoi luon ap guep nip lono unw uoq uen quq yos mot cuoc doi dai hon."
591,命运不会总是偏袒你，也不会总是忽略你。它在为你关上一道门的时 候，也会为你开一扇窗。学会放下，你的人生将会豁然开朗，生命才能够 月朗风清。,S6 phan khong bao gio qua thien vi ban hay bo mac ban. Khi s8 phan d6ng lai mot canh cura dong thoi se m? them cho ban mot canh cura khac vi the ban can hoc ueq eno jop sgno ea bues yom uau dn lou ueq eno gugs oono Aea nuu go 'oq m yn moi c6 the dep de hon.
592,我们有时总把后果看得过于严重，最后难为了自己。就像小学时考了 不及格，站在家门口不敢敲门。其实门那边是热气腾腾的饭菜和妈妈的一 句“没关系啊，努力了就很好”。回过头来看，那些曾经让自己寝食难安 的事，大多败给了想象。,Nhieu luc chung ta nghi hau qua qua nghiem trong den noi lam kh8 ban than minh: Gi6ng nhu viec hoi nh6 di thi duoc diem kem durng ? truoc cua nha kh6ng dam go cua. Thuc ra dang sau canh cura ay chinh la btra com n6ng hoi cung v6i cau oy eu eu guom Buom e bunqo op ei enb Bueuo 1yy naryu nau yeu ue zeu e1
593,生活有两大误区：一是生活给人看，二是看别人生活。只要自己觉得 幸福就行，用不着向别人证明什么。不要光顾着看别人，走错了自己脚下 的路。,"s g xem nguoi khac song the nao. Chi can ban than thay hanh phuc la duoc, khong can churng minh dieu gi voi nguoi khac. Ding thuan theo nguoi khac ma buoc nham con duong cua minh ban nhe."
594,逆境，是上帝帮你淘汰竞争者的地方。要知道，你不好受，别人也不 好受；你坚持不下去了，别人也一样。千万不要告诉别人你坚持不住了， 那只能让别人获得坚持的信心，让竞争者看着你微笑的面孔，失去信心， 退出比赛。胜利属于那些有耐心的人。,"Hoan canh kh6 khan chinh la co hoi thuong de ban cho ban de loai bo di nhtrng n  s nu  n o g  n     a ban khong co duroc nura thi nguoi khac cung vay. Nhat dinh ding n6i cho nguoi khac biet ban khong the c6 duoc nura vi nhur vay chi khien ho c6 them niem tin de c6 gang thoi. Hay de nhtrng ke canh tranh nhin thay nu cuoi tren guong mat ban, khien ho mat niem tin va roi kh?i cuoc dua. Thang loi nao cung deu thuoc ve nhung nguoi c6 su nhan nai va kien dinh den cung."
595,没有一样是你带来的，也没有一样是你能带走的，来这世上走一回， 一切的拥有只不过是借来的；总有一天必须连本带利还回去。不如一切随 心！,"duoc. Ban den voi cuoc doi nay, moi thur ma ban co chang qua la di muon, som muon se c6 ngay ban phai tra ca g8c lan lai. Chi bang hay de moi thur thuan theo tu nhien"
596,生活告诉我们，这个世界从来不存在完美的人和事，过于完美的感 情，只发生在童话和想象中，现实的常态，除了平淡，就是千疮百孔与劫 后重生。,n a      o o       oy o tuong ma thoi. Cuoc song thuc sy chi c6 sy binh lang ma thoi.
597,如果别人惹了你，并不需要去报复。因为智商低是这世上最远的距 离，别人做一件极坏的事，你跟着做，就等于把自己也拉低到同样层级。 当有人和你过不去时，请远离小人，保持平静的心情。不要生气，但更不 要记得。对付一个人最狠的办法，不是教训他，而是从记忆里删除他。,"Neu nhu nguoi khac gay chuyén voi ban, ban khong can phai tra thu lam gi b?i vi IQ cao thap la khoang cach dai nhat tren the gioi nay. Nguoi khac lam mot chuyén xau va ban cung lam theo nghia la ban ty ha minh xuong cung dang cap voi nguroi ta. Khi c6 nguoi khong chju b? qua cho ban thi hay tranh xa ke tieu nhan d6, gitr tam trang binh tinh, dung turc gian cung dirng nho de lam gi. Cach tot nhat de doi ph6 voi u p y  1 yu gs eox ei e soq y no 1n yue o r u nu"
598,越是低谷的时候，越能看出一个人的本质。最差的结果无非是失败， 有人等着失败，有人骂着失败，有人尽了力仍然失败。在这样的环境里， 心态就是每个人自身的光，你颓唐就是颓唐，你顽强就是顽强。,"Cang t6 ra khiem ton ban cang nhin thay ro ban chat cua mot con nguoi. Ket qua toi te nhat la that bai, nhung c6 nguoi cho that bai, co nguoi mang chiri that bai, lai c6 nguoi co gang het surc ma van that bai. Trong nhurng hoan canh nhu the, khi chat chinh la anh sang ma m?i nguoi toa ra. Ban chan nan hay ngoan cuong se toa ra khi chat khac han nhau."
599,该走的人迟早会走，与其费力勒紧手里的线，不如等风来的时候就 放手。,"Nguroi muon di, som muon gi ho cung di. Thay vi co nam chat soi day trong tay chi bang doi khi gi6 len roi buong tay tir bo."
600,如果有一天，你找不到我了，千万不要难过，不是我不爱你了，也不 是你错过我了，而是我终于有了勇气离开，但请你记得，在这之前，我真 的傻傻地等过你！,Néu nhu c6 mot ngay anh khong tim thay em thi ding buon nhé. Khong phai la em khong yeu anh ntra hay la anh da bo lo em ma la cu6i cung em da co dung khi de roi xa anh. Nhung anh hay nh6 rang: Truoc khi em roi xa anh em da tirng ngoc ngech doi cho anh trong moi mon.
601,放下浮躁，放下懒惰，放下三分钟热度，放空大脑，静下心来好好做 你该做的事情。,"Ti bo th6i quen boc dong, luroi bieng, hurng thu nhat thoi va hay de dau 6c thoai mai, tinh tam lai, lam nhung viéc ma ban can phai lam ban nhé."
602,能管理好自己的情绪，你就是优雅的，能控制好自己的心态，你就是 成功的。,
603,睡的时候，不辜负床；忙的时候，不辜负路；爱的时候，不辜负人； 饿的时候，不辜负胃。,u eu  sonu ei q   uq e x  os a  9 the khong che duoc cam xuc thi ban la nguoi thanh cong.
604,人生最大的成功，就是培养出一个好的心态，使自己无时不快乐。心 事是装满桶的水，有一点缝隙都会外溢。痛就痛了，痛，让你认识自己， 也看清了别人。败就败了，站起来拍拍灰尘，多少人在乎你摔过跤？优 雅，是心底的宁静开出了美丽的花。,"Luc ngu dung phu cai giuong ma ban nam len. Luc ban dung phu con duong ma ban di. Khi yeu dung phu nguoi ma ban yeu va luc d6i roi dung hanh ha da day cua ban. Thanh cong lon nhat trong doi chinh la ren luyen cho minh mot tam trang tot, khien ban than luc nao cung vui ve. Tam sy cung giong nhu chiec thung day nuroc vay: Chi can mot l6 thung nh? da tran het ra ngoai. Dau cung da dau roi. Dau chinh la co hoi de ban nhin nhan lai ban than, nhin nhan ro hon ve nguroi khac. That bai cuing g    o ' g s  a   o a    n h   o n dp   e  u"
605,如果你不快乐，那就出去走走，世界这么大。风景很美、机会很多、 人生很短，不要蜷缩在一处阴影中。,"Neu ban khong vui thi ra ngoai dao choi xem. The gioi nay dep the co ma. Phong canh dep, co hoi co nhieu. Nhung cuoc doi nay lai vo cung ngan ngui. Vi vay dung mai cuon minh trong bong toi ban nhe."
606,心情就像衣服，脏了就拿去洗洗，晒晒，阳光自然就会蔓延开来。阳 光那么好，何必自寻烦恼，过好每一个当下，一万个美丽的未来抵不过一 个温暖的现在。,"Tam trang giong nhu quan ao vay: Ban roi thi mang di giat, phoi, anh sang mat troi tyr se chieu toi. Anh sang mat troi dep den vay thi toi gi phai ty tim den phien nao chu. Chi can song tot cho hién tai thi tuong lai tot dep cung khong so duoc voi syr am ap nhu bay gio."
607,如果你被人恶意攻击，请记住，他们之所以这样做，是为了获得一种 自以为重要的感觉，而这通常意味着你已经有所成就，并值得别人注意。 许多人，在骂那些各方面比他们优秀得多的人的时候，都会获得某种满足 感。请将别人不公正的批评当成是对你的另一种认可。没有人会去踢一条 死狗。,uequ ap Aea nqu ei oy uoq ueu ouu Aeu lun ueq y buoo X se yonu go nan duoc cam giac ban than ho rat quan trong. Dieu nay cung dong nghia rang ban co nao d6 xuat sac hon minh deu co duoc cam giac man nguyen. Hay xem nhtrng phe binh khong cong bang d6 nhu mot su khang dinh danh cho ban than boi vi don gian the nay: Chang ai di da mot con ch6 chet ca.
608,请你善良，无论这世界多冷漠。相信人，相信感情，相信善良的存 在。要开朗，要坚韧，要温暖漂亮地活着。,"Mong rang ban se luong thién mac cho cuoc doi nay lanh lung toi mirc nao. Hay tin tu?ng vao nguoi khac, tin vao tinh cam va tin rang lurong thien van con ton tai. Hay song vui ve ben bi, song that am ap va xinh dep ban nhe."
609,身外再精彩，他人再美好，都与你无甚关系，你就是你，只需梳理自 己的羽毛，飞到你想去的地方；世界再冷漠，别人再虚伪，这些也与你无 甚关系，你还是你，若把生活看成一种刁难，你终会输，若把生活当作一 种雕刻，你总能赢。,Ben ngoai dac sac the nao hay nguoi khac c6 tot the nao cung khong lién quan r i    a  a      p thi ban da thua. Con neu coi cuoc song nhu bo mon nghe thuat dieu khac thi ban da coi nhu gianh phan chien thang.
610,很多的烦恼源于不够狠心。做什么都要顾及别人的感受，你总顾及别 人，那谁来顾及你?,"Rat nhieu phien nao bat nguon tir viec khong nhan tam. Ho lam viec gi cung nghi den cam nhan cua nguoi khac. Ban luon nghi cho nguoi khac, vay ai nghi cho ban day?"
611,没什么好抱怨的，今天的每一步，都是在为之前的每一次选择买单。,s s  i          o d chon mua hang truoc day.
612,就算不快乐也不要皱眉，因为你永远不知道谁会爱上你的笑容。,cuoi thanh thien cua ban.
613,睡觉是一种解脱，睡着了就会不悲不气，不烦恼，不孤单，是上帝赐 予你短暂失忆的时间，愿美梦治愈你的难过。,o q  s   n o  s nao va khong co don. Ngu chinh la thoi gian tam mat tri nho ma thuong de ban cho ban. Hi vong giac mong dep se chura lanh moi noi dau cua ban.
614,你做得对，有人嫉妒你。你做得错，有人嘲笑你。你做得少，有人鄙 视你。你做得多，有人责难你。你高高在上，有人说不接地气。你和蔼可 亲，有人说智商不够。你活着，他们说赶紧死。你死了，他们还要在墓碑 上端一脚。“负能量人”无处不在。对付他们最好的办法，就是：走好自 己的路，让别人说去！,"Ban lam duoc thi co nguoi ghen ti, ban lam sai thi co nguoi che cuoi, ban lam it thi c6 ke khinh, ban lam nhieu thi c6 the gay kh6 de va ban lanh lung thi nguoi ta n6i kiéu ngao chan khong cham dat. Ban than thien hoa dong cung c6 nguoi keu rang n  u g   n     s a mot phat vao bia mo ban. Nhung loai thira hoi d6 ? dau cung c6, cach tot nhat de d6i dey."
615,做一个坚强的人，坦然面对，勇敢体会酸甜苦辣各种滋味，忘记消逝 的人和事。不能拥有的，懂得放弃；不能碰触的，学会雪藏。与其沉溺过 往，不如沐浴晴朗，扔掉悲伤和孤寂，摆脱无助和漠然，不再害怕未知， 不必盲目迷茫。,"P             n n nghiém nhung thu vi, ngot bui dang cay cua cuoc doi, quén di nhurng viec va nhurng nguroi da bien mat. Nhtrng thu khong the co duoc thi nen biet cach tu b?, nhung thu khong the dong vao thi nen de cho n6 dong lanh. Thay bang viéc chim dam trong qua khu thi ban durt bo het noi buon va co don, su bat luc va lanh cam, khong con d6t"
616,与人说话的时候，要学会心平气和。即使有再大的怒气，也不要大喊 大叫，因为你的大声，除了扰乱自己的心神，并不能让事情变得更好。歇 斯底里的吼叫征服不了别人，却只会让你在疯狂中失去理,"Khi noi chuyen voi nguoi khac phai git tam trang binh tinh, cho du c6 turc den tam tri cua chinh minh ra khong the khien moi chuyen tot len duroc. Tieng gao thet tr tan day long khong the khien nguoi khac khuat phuc ma no chi khien ban mat di i tri trong luc dien khung ma thoi"
617,一件事，想通了是天堂，想不通就是地狱。既然活着，就要活好。有 些时候我们由于太小心眼儿，太在意身边的琐事而因小失大，得不偿失。 拿什么都当回事，别去钻牛角尖，别太要面子，别小心眼。不在意，就是 一种豁达、一种洒脱。,"Cung mot chuyen, nghi thong roi thila thien duong, nghi khong thong thi la dia nguc. Da song thi phai song cho tot. Co nhtrng luc chung ta qua nh? nhen, qua de y nhung chuyen lat vat xung quanh ma hai den chuyen lon. C6 khi cai duoc lai khong bang cai mat. Moi chuyen co the dem den phien nao hay khong la do ban nhin nhan va xir li n6 nhu the nao. Durng luc nao cung coi tat ca moi thr deu la chuyen lon, diung de tam vao chuyén vun vat va diung qua chu y den the dien. Khong de y, khong quan"
618,心小了，所有的小事就大了；心大了，所有的大事都小了。看淡世事 沧桑，内心安然无恙。,S   n  on x u a doi thi noi tam m6i binh yen duoc.
619,当你每天都独进晚餐，下雨了没人送伞，开心的事没人可以分享，难 过了没人可以倾诉，走在熙熙攘攘的人群中，看着来往的人群，没人在意 你的喜悲，你的情绪不能用语言说出来，把所有事都烂在心里，宁愿让自 己渐渐消失在深夜亮着着华丽街灯的街道上，这就是最深的孤独。,"Su co don sau sac nhat chinh la moi ngay ban deu dung bura toi mot minh, troi mua khong c6 ai dua 6, khong c6 ai de chia sé niem vui va cung chang c6 ai de tam su n6i buon. D6 la khi ban di trong dong nguoi tap nap, nguoi di ke lai nhurng khong ai quan tam ban buon hay vui, la nhung cam xuc ma ban khong the n6i bang loi, la khi ban chat chua tat ca moi chuyen chang lanh de ban than dan dan bien mat trong anh den duong sang roi moi dem."
620,不要过分在意一些人，过分在乎一些事，顺其自然，以最佳的心态 面对。每个人的性格中，都有某些无法让人接受的部分，再美好的人也一 样。所以不要苛求别人，不要埋怨自己。,Bunp ea uuu n oay uenu no nun yon y uaanuo Key op re io 4 ap enb guna c6 mot phan khong the cho nguoi khac tiep can duoc va ke ca nguoi hoan hao nhat s n a      a trach ban than.
621,人越是怕丢人，就越是在乎别人的看法。越是在乎别人的看法，就越 是会忽略自己的感受。越是忽略自己的感受，就越是像木偶一样拼命活给 别人看。最后，一步一步将真实的自我囚禁在了深深的黑暗里。,Bunp ea uayu n oau uenu no nun yon ya uaanyo Aeu op ie lon 4 ap enb gung mot phan khong the cho nguoi khac tiep can duoc ke ca nguoi hoan hao nhat cung
622,别人恭维你时，偷偷高兴一下就可以了，但不可当真，因为那十有八 九是哄你的；别人批评你时，稍稍不开心一下就可以了，但不可生气，因 为那十有八九是真的。,"dirng coi d6 la that boi tam, chin phan nhurng cau n6i d6 la de ninh ban. Khi nguoi khac phe binh ban chi nen buon mot chut thoi va cung dirng turc gian vi tam, chin phan nhung cau n6i d6 la that."
623,最先道的人最勇敢，最先原谅的人最坚强，最先释怀的人最幸福。,Nguoi xin l6i dau tien la nguoi dung cam nhat. Nguoi tha thu dau tien la nguoi kien cuong nhat. Nguoi tir bo dau tien la nguoi hanh phuc nhat
624,不要期待，不要假想，不要强求，顺其自然，如果注定，便一定会发 生。心安，便是活着的最美好状态。,"Ding cho doi, ding ao tuong, dirng cuong cau, hay de moi thur thuan theo tur nhien. Neu nhur moi chuyen da duroc troi dinh thi nhat dinh n6 se xay ra, trong long binh yen chinh la trang thai tot nhat cua cuoc song."
625,拥有好心情，才有更好的状态；控制好自己的心情，生活才会祥和。 心情，虽不是人生的全部，却能左右生活的全部。坏心情，贬低了自己的 形象，降低了自己的能力，搅乱了自己的思维，影响了自己的信心，心情 好，一切都好；心情差，一切都乱套。有时输了，不是输给他人，而是输 给了自己的心情。,"C6 duoc tam trang tot m6i c6 duoc tam thai t6t, khong che duoc cam xuc cua ban than thi cuoc song moi tot dep. Tam trang khong phai la tat ca cua cuoc doi nhung n6 lai co the anh huong den toan bo doi song cua chung ta. Tam trang khong t6t se ha thap hinh tuong nang lurc cua ban than, lam roi loan suy nghi, anh huong den sy tu tin cua ban than, tam trang tot thi moi thu deu t6t, tam trang toi thi moi thur roi tung ca len. Nhieu luc chung ta thua khong phai la thua nguoi khac ma la thua cam xuc cua ban than."
626,当你觉得处处不如人时，不要自卑，记得你只是平凡人。当别人忽 略你时，不要伤心，每个人都有自己的生活。当你看到别人在笑时，不要 以为世界上只有你一个人在伤心，其实别人只是比你会掩饰。当你很无助 时，必须振作起来，即使输掉了一切，也不要输掉微笑。,"Khi ban thay minh khong c6 diem nao bang nguoi khac thi durng tu ti. Hay nho rang ban chi la nguoi binh thurong thoi. Khi nguoi khac khong quan tam den ban thi cung ding buon vi ai cung c6 cuoc song rieng cua minh. Khi ban nhin thay nguoi khac cuoi dirng nghi rang tren doi nay chi c6 mot minh ban dau long. Thuc ra chi la nguoi khac biet che giau noi dau gi?i hon ban thoi, khi ban thay minh vo dung thi phai vurc day va cho du thua tat ca cung khong duoc mat di nu curoi."
627,人生聚散无常，起落不定。一份好心情，是人生唯一不能被剥夺的财 富。这个世界，该是你的跑也跑不了，不是你的急也急不来。得之坦然， 失之泰然，随性而往，随遇而安，一切随缘是最豁达而明智的人生态度。,
